ID,TITLE,LOCATION,SALARY,SUMMARY,LINK
238,Sr. Engineer in Test,"Seattle, WA",,"As a Senior Engineer in Test, you will be a critical member of our team of engineers and developers, collaborating on the various Manual and Automated tests for…",https://www.indeed.com/viewjob?jk=f9b5eb4bd65f70ca
239,Python Developers,"Delaware, NJ",,"The role is for a hands-on senior developer with distributed computing technologies experience.
 The role requires deep understanding of Python in order to…",https://www.indeed.com/viewjob?jk=b5eda0518f48ff4e
240,Early career data scientist / analyst / statistical genetici...,"Glen Echo, MD",,"Ideal candidate(s): Candidate(s) (under graduate to post-doctoral level) should have some training in bioinformatics and programming (python/R and bash, at…",https://www.indeed.com/viewjob?jk=b6506065408f4f15
241,"Python Developer

new","Houston, TX",,"Capco specializes in advisory, implementation, and delivery of client-centered solutions across Financial Services, Energy and the Insurance industries.",https://www.indeed.com/viewjob?jk=332ef998f7113de5
242,"Python Cloud Developer

new",Remote,,"Must Have: Python, Microservices, AWS, Ruby On Rails.
 Nice To Have: Java, DevOps Tools like Jenkins, Terraform.
 1+ year of AWS software development experience.",https://www.indeed.com/viewjob?jk=b256a4f084c034e5
243,"Machine Learning Engineer, AI

new","Seattle, WA",,We’re looking for Machine Learning Engineers with a passion for artificial intelligence to help drive a new generation of data and machine learning - enabled…,https://www.indeed.com/viewjob?jk=0d99d9371267e548
244,"Java/Python/C# Software Engineer

new","Brooklyn, NY",,"Where gaps in platform/tool offerings exist, the candidate will work with partner teams (CIB E&A, CTO, GTI, CTC) to identify and implement solutions.",https://www.indeed.com/viewjob?jk=3155dfb57ffdfeab
245,"Research Associate, Hiring Lab","Washington, DC 20006 (Downtown area)","$60,000 - $78,000 a year","Other rewards may include quarterly bonuses, Long Term Incentives, an open Paid Time Off policy, and many region-specific benefits.",https://www.indeed.com/viewjob?jk=f0e7b22b143c54e1
246,"Python MicroServices Cloud Developer

new","Boulder, CO",,"As a member of a cross-functional, autonomous team, you will help deliver some of the bank's most important products and services while developing skills and…",https://www.indeed.com/viewjob?jk=88967f9a9232c6c4
247,Systems Administrator,"Seattle, WA",,"Combined with modeling engines that learn continuously and generate recommendations and insight, PayScale empowers HR to price jobs and adjust compensation to…",https://www.indeed.com/viewjob?jk=cda651e028d56010
248,"2021 Software Engineer Program - Full Time Opportunity

new","New York, NY",,"Dive head-first into creating innovative solutions that make a difference for our customers, clients and employees.",https://www.indeed.com/viewjob?jk=6127961db21ac3b1
249,Python Developer,"Las Vegas, NV 89128 (Desert Shores area)",,"You will architect, design and develop robust software systems with unit and systems testing.
 You will need to be able to quickly learn and use new technologies…",https://www.indeed.com/viewjob?jk=345e22ca6e583be5
250,Golang python java,"San Jose, CA",,"Ontology designer, Abstract & logical data modeling, sparql, RDF, scripting, automation of knowledge management workflow, data quality (vocabulary harvesting &…",https://www.indeed.com/viewjob?jk=cfee01da9d99454c
251,"Software Developer

new",Remote,"$60,000 - $70,000 a year"," Support the senior IT team in maintaining enterprise hardware and software.
  Assist with troubleshooting issues and provide technical support.",https://www.indeed.com/viewjob?jk=cd42e1d8fb2e929a
252,"Cheminformatics Developer

new","San Diego, CA","$105,000 - $142,437 a year","Graph database such as NEO4J.
 Experience in Developing Cheminformatic applications in a Pharmaceutical.",https://www.indeed.com/viewjob?jk=d39277c0fe93c5d7
253,Sr Software Application Developer (Python),"Bellevue, WA",,"We have folks on the team with backgrounds in electrical engineering, math, physics, comp sci, operations engineering.
 Experience in a customer-facing role.",https://www.indeed.com/viewjob?jk=41ba6fab658232dd
254,FX Artist,Washington State,,A large chunk of how they build their more complicated FX comes from writing custom shaders and driving material parameters on those shaders through their real…,https://www.indeed.com/viewjob?jk=8c35852fcd98e743
255,Impact Intern,California,$800 a month,"Interns must be physically based in the United States and have valid U.S. work authorization.
 The Impact team is responsible for defining, measuring, analyzing,…",https://www.indeed.com/viewjob?jk=ee3798c41f57ba79
256,Data Analyst - Marketing Team,"Seattle, WA",,"This position is an integral part of the doxo marketing team, collaborating with the doxo marketing team to devise, execute, measure and optimize our consumer…",https://www.indeed.com/viewjob?jk=37f915f026af0269
257,"Director, Technology","Seattle, WA 98119 (Queen Anne area)",,"In this organization, we’re building search and discovery services to infer travelers’ intent and surface relevant travel products and services.",https://www.indeed.com/viewjob?jk=8548bf9bab6234d9
258,Analytics Leadership Development,"Seattle, WA",,"As an analyst in Remitly's analytics leadership development program, you will participate in a structured rotational process designed to introduce you to many…",https://www.indeed.com/viewjob?jk=00c18fff2c875fb1
259,"Support Engineer

new","Bellevue, WA 98004 (Hidden Valley area)",,. The individual that will succeed in this role will have experience in and a passion for great customer service and strong team relationships.,https://www.indeed.com/viewjob?jk=8ba4d7c019fec290
260,"Cell Engineer

new","Palo Alto, CA",,"Responsibilities will include designing battery tests, developing software to improve workflows, creating data visualizations, and analyzing performance in the…",https://www.indeed.com/viewjob?jk=08d78ba78711b902
261,Data Scientist (entry level),Oregon,,"The role features drafting the first generation of Saturn resource materials, tutorials, and technical content.
 Proficient knowledge of R or Python, SQL.",https://www.indeed.com/viewjob?jk=10ce94304e4f3254
262,Network Operations Analyst (Starlink),"Redmond, WA 98052 (SE Redmond area)",,"Maintain the uptime and performance of the terrestrial network.
 Improve overall network performance based upon system performance metrics.",https://www.indeed.com/viewjob?jk=9474d368fb79bb46
263,"Early Careers | Engineering - Full-Stack/Back-End - Software...

new","New York, NY 10282 (Battery Park area)",,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…",https://www.indeed.com/viewjob?jk=00fa5f48006d155e
264,Software Quality Assurance Engineer,Missouri,$15 - $35 an hour,"You will be charged with participating in a complete QA program that not only safeguards the quality of our products, but also fosters a “quality culture,” in…",https://www.indeed.com/viewjob?jk=78cd1dc61ce08c29
265,Senior Python Engineer,"Seattle, WA 98104 (Downtown area)",,"Experience in deploying and maintaining enterprise-scale python applications in production.
 Deloitte Digital offers services that enable client solutions using…",https://www.indeed.com/viewjob?jk=7b5e0217241895d7
266,SFDC Expert,"Seattle, WA",,"We are looking for a part-time Sales Force.com expert to work with a development team on a start up.
 10-60hours/month (flexible on availability) 6months in…",https://www.indeed.com/viewjob?jk=ce3dd8c7b4bcc26e
267,"Full Stack Developer (Python + Javascript req, $100K+)

new","Cincinnati, OH","$100,000 a year","Salary: $100K+ and Bonus potential .
 Benefits: Medical, IRA match, 3 weeks PTO, 11 paid Holidays, Profit Sharing.
 Sponsorship not available for this role*.",https://www.indeed.com/viewjob?jk=ea9eecb18ac10bb8
268,Firmware Engineer,"Seattle, WA 98121 (Belltown area)",,"We help companies, governments, and individuals from the earliest stages of problem definition to prototype creation and demonstration.",https://www.indeed.com/viewjob?jk=611b07abebcf803c
269,Software Engineering - Internship,"Seattle, WA",,"Engineers are responsible for the full product lifecycle, including design, implementation, deployment, and maintenance.
 Sensor processing systems: Rust/C++.",https://www.indeed.com/viewjob?jk=dd80f77483dd904f
270,Python Software Developer,"Petaluma, CA 94952",,We extend the reach and impact of care teams through real-time collaboration with patients enhanced by actionable data insights and research-backed support for…,https://www.indeed.com/viewjob?jk=428f4a93370608c9
271,AWS DevOps with Python,"Plano, TX","$93,577 - $137,771 a year","Experience with the core AWS services, plus the specifics mentioned in this job description.
 Implement the application’s CI/CD pipeline using the AWS CI/CD…",https://www.indeed.com/viewjob?jk=6539d3199ca31f94
272,Software Engineer Apprentice,"Tucson, AZ 85702 (Barrio Viejo area)",,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…",https://www.indeed.com/viewjob?jk=416df6343ecdd555
273,Senior Python Developer,Remote,,"You have extensive experience in developing complex software systems.
 Therefore, you will be comfortable with dockerising your code, defining standard REST end…",https://www.indeed.com/viewjob?jk=249fd45368894066
274,SDET – Core Services,"Seattle, WA 98101 (Downtown area)",,You will be working with extremely passionate people who care about their customers and want to deliver solutions that improve customer productivity for complex…,https://www.indeed.com/viewjob?jk=7069cba84c258a28
275,Electrical Engineer,"Seattle, WA 98121 (Belltown area)",,"We help companies, governments, and individuals from the earliest stages of problem definition to prototype creation and demonstration.",https://www.indeed.com/viewjob?jk=1d27bfd2cc49b846
276,"AI/ML - Voice Building Engineer, Siri Text-to-Speech

new","Seattle, WA",,"On the Siri Text-to-Speech team, you'll play a part in the next revolution in human-computer interaction by contribute to a product that is redefining mobile…",https://www.indeed.com/viewjob?jk=cc0c3993f065c322
277,"Analytics Manager, Product Analytics","Seattle, WA 98119 (Queen Anne area)",,We're looking for a passionate Analytics manager to provide valuable analytics and decision support to Expedia's Business.,https://www.indeed.com/viewjob?jk=f342bd098cdb37f7
278,Business Analyst,"Seattle, WA",,"Bachelor's degree in Science, Engineering or Technology, or related field is required.
 Data analysis and reporting background.
 Strong Earns Trust and Ownership.",https://www.indeed.com/viewjob?jk=3c5134bef9c61bb1
279,"Associate Application Developer (**REMOTE AVAILABLE**)

new","Nashville, TN",,We are looking for an Associate Application Developer who will perform a variety of programming tasks in support of research and application teams.,https://www.indeed.com/viewjob?jk=ff7dd4e53310c4bd
